ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
6.44,3.0,Manufacturing,Enterprise,Europe,partial
7.99,3.53,Consulting,SME,Oceania,partial
14.71,5.69,Agriculture,Enterprise,Oceania,partial
4.34,-1.35,Finance,SME,Europe,pilot
11.05,18.2,Finance,Startup,North America,partial
8.19,2.65,Healthcare,SME,Europe,partial
8.03,2.8,Manufacturing,Startup,Oceania,pilot
12.33,-2.25,Technology,SME,Africa,pilot
9.5,11.97,Finance,Startup,Asia,pilot
7.2,-0.75,Manufacturing,SME,Asia,pilot
13.37,-0.09,Finance,SME,South America,partial
8.84,2.38,Education,Enterprise,Europe,pilot
6.73,-3.56,Finance,Startup,Asia,pilot
11.66,3.5,Healthcare,Startup,North America,partial
6.98,1.71,Retail,Startup,Asia,pilot
4.95,0.43,Retail,Startup,Oceania,pilot
6.37,6.01,Finance,SME,Oceania,pilot
13.59,1.97,Healthcare,Startup,Europe,partial
4.72,-4.74,Healthcare,SME,Africa,pilot
12.45,10.71,Technology,SME,Africa,partial
7.69,6.19,Finance,SME,South America,pilot
8.29,4.66,Logistics,Startup,Asia,pilot
4.25,0.82,Education,Startup,Africa,pilot
10.87,6.18,Manufacturing,Startup,Asia,pilot
11.97,0.57,Technology,Startup,Asia,partial
10.78,10.64,Logistics,Startup,South America,partial
13.83,2.7,Manufacturing,SME,Asia,pilot
7.36,-2.1,Education,Startup,Europe,pilot
10.49,7.3,Technology,SME,Europe,partial
7.8,1.05,Finance,Startup,Asia,pilot
9.82,5.94,Finance,Startup,Asia,pilot
7.16,2.7,Retail,SME,South America,pilot
5.99,2.13,Healthcare,Startup,Asia,pilot
7.98,-2.14,Education,Startup,Europe,partial
8.74,2.7,Healthcare,Startup,Asia,pilot
4.31,11.5,Finance,Startup,Oceania,pilot
5.49,8.27,Agriculture,SME,Europe,pilot
9.93,5.51,Retail,SME,Asia,partial
8.96,1.59,Manufacturing,Startup,Asia,pilot
10.21,-3.11,Agriculture,SME,North America,pilot
11.58,7.83,Education,Startup,Asia,partial
13.08,-1.61,Retail,Enterprise,Africa,pilot
3.11,6.78,Retail,SME,Africa,pilot
14.53,9.55,Healthcare,Startup,Asia,partial
11.96,8.6,Finance,Startup,Africa,partial
5.34,0.67,Education,Startup,Europe,none
15.97,8.98,Healthcare,SME,Europe,partial
10.05,8.47,Healthcare,Startup,Europe,partial
10.72,-3.87,Education,SME,Africa,pilot
8.52,8.75,Logistics,SME,Europe,pilot
10.91,-2.63,Finance,SME,Africa,partial
8.54,-1.2,Healthcare,Startup,Africa,pilot
9.49,3.46,Manufacturing,SME,Europe,partial
11.82,3.28,Education,Enterprise,Asia,partial
4.43,3.8,Agriculture,SME,Africa,none
12.01,4.47,Finance,Startup,South America,partial
6.24,4.55,Finance,SME,Europe,pilot
8.42,8.08,Agriculture,Startup,Africa,pilot
5.83,0.69,Healthcare,SME,Africa,pilot
14.67,2.87,Technology,SME,Europe,partial
12.15,-1.49,Healthcare,SME,Europe,pilot
16.61,6.74,Finance,Startup,Asia,partial
11.33,6.76,Technology,Startup,Europe,pilot
13.79,1.88,Healthcare,Enterprise,Africa,partial
7.59,4.38,Consulting,Startup,North America,partial
12.04,13.48,Logistics,SME,South America,partial
7.01,4.64,Retail,Startup,Asia,pilot
10.27,5.87,Consulting,SME,South America,pilot
10.21,7.86,Technology,Startup,Asia,partial
11.05,7.74,Consulting,SME,Asia,partial
8.53,10.14,Logistics,Startup,Asia,partial
7.94,-5.0,Education,Startup,South America,partial
11.37,2.55,Education,SME,Europe,partial
4.54,3.41,Logistics,SME,Europe,pilot
10.39,5.71,Technology,Enterprise,Europe,partial
15.32,6.82,Finance,SME,Europe,partial
13.93,13.57,Healthcare,SME,Asia,partial
15.37,7.66,Consulting,Enterprise,South America,partial
4.94,3.99,Manufacturing,SME,Asia,pilot
0.0,5.4,Agriculture,Startup,Asia,pilot
7.72,-5.0,Logistics,SME,Asia,pilot
16.03,12.64,Technology,SME,North America,partial
8.9,3.02,Logistics,Startup,Europe,pilot
5.91,5.38,Healthcare,Startup,Europe,pilot
15.75,10.67,Consulting,Enterprise,Africa,partial
6.4,4.17,Education,SME,Asia,partial
9.41,3.95,Agriculture,SME,Africa,pilot
10.71,6.97,Finance,Startup,Europe,partial
12.1,9.59,Logistics,SME,Europe,partial
14.65,5.96,Education,Enterprise,Europe,partial
18.14,7.1,Healthcare,Enterprise,North America,partial
14.58,1.73,Finance,SME,Asia,partial
5.11,-0.68,Healthcare,SME,Europe,pilot
10.48,9.36,Technology,SME,Asia,partial
15.66,8.13,Education,Enterprise,Africa,partial
8.68,-4.37,Logistics,SME,Asia,pilot
10.94,5.92,Retail,SME,South America,partial
3.17,8.26,Agriculture,Startup,Europe,pilot
14.73,8.96,Technology,Enterprise,Europe,partial
7.16,-1.49,Technology,SME,Europe,pilot
7.01,4.37,Education,Startup,Asia,pilot
6.71,5.57,Agriculture,SME,Europe,pilot
9.97,4.29,Education,Enterprise,Europe,partial
14.23,-0.83,Manufacturing,Startup,Europe,partial
12.55,5.06,Manufacturing,SME,Africa,partial
14.22,9.45,Education,SME,Europe,partial
13.27,11.49,Finance,Enterprise,Asia,pilot
11.4,6.89,Consulting,Enterprise,Asia,partial
9.27,3.02,Healthcare,Startup,Europe,pilot
15.28,6.49,Agriculture,Enterprise,South America,partial
11.99,7.5,Technology,SME,North America,partial
11.72,3.61,Healthcare,Enterprise,Europe,partial
2.65,-5.0,Consulting,Startup,South America,pilot
8.94,5.58,Education,Enterprise,Asia,pilot
10.42,7.72,Healthcare,Startup,Europe,pilot
16.74,5.95,Healthcare,Enterprise,North America,partial
3.97,9.0,Healthcare,SME,Africa,pilot
8.77,6.05,Finance,Startup,Europe,partial
5.27,6.47,Education,SME,South America,pilot
12.32,-2.86,Technology,Startup,Europe,partial
9.58,8.1,Agriculture,Enterprise,Asia,partial
15.44,10.68,Education,SME,North America,partial
17.08,1.05,Manufacturing,SME,Oceania,full
13.9,6.79,Technology,SME,Europe,partial
12.73,1.31,Agriculture,Enterprise,Asia,partial
3.88,-4.82,Education,SME,Asia,none
15.01,11.4,Agriculture,Enterprise,Oceania,partial
5.38,-1.19,Agriculture,Startup,Asia,partial
3.83,-0.79,Finance,SME,Oceania,pilot
11.06,14.88,Agriculture,Startup,North America,partial
12.61,4.54,Manufacturing,SME,Europe,partial
10.73,3.72,Agriculture,Enterprise,Asia,partial
6.99,4.27,Logistics,SME,South America,pilot
14.71,10.97,Healthcare,Startup,Europe,partial
15.18,6.81,Technology,SME,South America,partial
13.38,8.08,Finance,Startup,South America,partial
8.86,-1.33,Technology,Enterprise,Asia,partial
7.46,9.16,Retail,Startup,Africa,partial
3.82,3.92,Retail,SME,Asia,pilot
15.78,7.9,Technology,Enterprise,Europe,partial
14.35,8.19,Technology,Enterprise,Europe,partial
8.44,11.65,Manufacturing,SME,Europe,pilot
8.37,-4.57,Agriculture,Startup,Asia,partial
3.89,-5.0,Logistics,SME,South America,pilot
7.38,0.45,Consulting,Startup,South America,pilot
10.97,5.24,Technology,SME,Oceania,pilot
12.41,2.98,Finance,Enterprise,Europe,partial
9.01,4.98,Logistics,SME,South America,partial
13.77,12.59,Finance,Enterprise,Asia,partial
14.77,1.32,Healthcare,Enterprise,Asia,partial
7.09,8.68,Logistics,Startup,Europe,partial
9.66,12.38,Technology,SME,Asia,partial
5.32,7.24,Manufacturing,SME,Oceania,pilot
7.39,-4.0,Retail,SME,Africa,none
9.99,-3.96,Healthcare,SME,Asia,partial
13.15,4.7,Technology,Startup,Asia,pilot
8.74,11.41,Technology,SME,North America,partial
11.23,5.75,Manufacturing,SME,Africa,pilot
9.56,12.13,Consulting,SME,Europe,partial
9.45,10.05,Logistics,SME,Oceania,partial
4.4,-0.02,Finance,Startup,Africa,none
12.06,9.71,Technology,SME,Asia,partial
17.04,6.03,Technology,Startup,Asia,full
10.81,7.18,Manufacturing,Startup,Africa,partial
13.15,0.73,Consulting,Startup,Africa,pilot
9.87,8.62,Healthcare,Startup,South America,pilot
10.48,0.42,Technology,Startup,Asia,partial
2.93,-4.25,Finance,SME,Asia,none
9.98,-4.86,Retail,SME,Asia,partial
5.19,-3.34,Manufacturing,SME,Asia,pilot
12.33,2.16,Agriculture,Enterprise,Oceania,pilot
14.69,17.26,Technology,Enterprise,Europe,partial
11.93,8.39,Logistics,SME,Asia,partial
12.25,17.41,Agriculture,SME,Asia,partial
13.9,9.55,Consulting,SME,Asia,partial
8.41,4.12,Retail,SME,Europe,pilot
8.2,0.69,Retail,Startup,Africa,pilot
8.55,2.75,Retail,SME,Asia,partial
7.49,9.61,Agriculture,SME,Asia,pilot
12.69,7.63,Technology,Startup,Asia,partial
2.88,1.79,Retail,SME,South America,pilot
10.48,5.62,Finance,SME,Africa,partial
6.44,0.81,Consulting,SME,Asia,pilot
4.64,0.23,Finance,SME,South America,pilot
5.33,-4.26,Consulting,SME,Europe,pilot
10.42,2.41,Technology,Startup,Asia,pilot
7.29,-1.24,Healthcare,SME,Europe,pilot
7.72,4.5,Consulting,Startup,Europe,partial
7.92,12.28,Consulting,SME,Asia,partial
14.95,5.65,Manufacturing,Enterprise,Africa,partial
5.87,3.55,Manufacturing,SME,Africa,pilot
14.12,8.16,Technology,Startup,Africa,partial
11.34,12.69,Consulting,SME,North America,pilot
12.84,14.06,Consulting,Startup,Europe,partial
8.57,2.93,Logistics,SME,Europe,pilot
10.17,5.06,Healthcare,SME,Asia,partial
5.52,-1.01,Finance,SME,Oceania,pilot
9.33,4.69,Healthcare,SME,Africa,partial
11.92,9.36,Finance,Startup,South America,partial
9.35,-2.73,Agriculture,Startup,Asia,pilot
13.26,11.42,Retail,Enterprise,South America,partial
16.4,13.14,Technology,Enterprise,Asia,partial
8.57,1.47,Healthcare,SME,South America,pilot
14.94,5.73,Consulting,Enterprise,Oceania,partial
14.8,12.13,Retail,Enterprise,Asia,partial
5.9,5.67,Consulting,SME,Africa,pilot
7.35,8.22,Manufacturing,SME,Africa,partial
14.32,0.37,Technology,SME,North America,partial
17.17,19.01,Technology,SME,Africa,partial
14.22,13.41,Technology,SME,Asia,partial
6.31,7.96,Consulting,SME,Asia,pilot
6.45,1.13,Finance,SME,Asia,pilot
6.43,-2.25,Consulting,SME,Europe,pilot
13.4,1.76,Logistics,Startup,Europe,partial
9.97,9.87,Agriculture,Startup,Oceania,partial
3.74,0.81,Healthcare,Startup,Oceania,pilot
2.73,-1.69,Healthcare,Startup,Europe,none
4.97,5.57,Retail,SME,Europe,pilot
4.96,8.35,Manufacturing,SME,Europe,none
12.04,17.57,Agriculture,Startup,Asia,partial
13.67,6.33,Technology,SME,Asia,partial
4.12,0.4,Consulting,SME,Asia,none
7.0,-1.18,Agriculture,SME,Europe,pilot
4.81,5.4,Healthcare,Startup,Europe,pilot
3.93,7.02,Consulting,Enterprise,Asia,pilot
8.5,6.44,Finance,SME,Asia,partial
19.71,17.03,Technology,SME,Europe,partial
7.06,-3.05,Consulting,Startup,Europe,pilot
6.45,-0.41,Agriculture,Startup,Asia,pilot
8.5,-3.66,Finance,SME,Asia,pilot
3.43,-3.85,Healthcare,Startup,Africa,none
11.36,2.8,Agriculture,SME,Europe,pilot
7.11,5.87,Healthcare,SME,Asia,pilot
13.09,6.04,Education,Enterprise,Asia,partial
7.7,1.11,Retail,SME,Africa,none
7.09,3.45,Manufacturing,Startup,South America,pilot
10.27,10.14,Logistics,Enterprise,South America,pilot
14.37,11.65,Manufacturing,SME,Asia,partial
9.17,7.64,Healthcare,Startup,Europe,pilot
5.76,6.02,Retail,Startup,South America,pilot
7.77,5.16,Finance,Startup,Asia,partial
13.97,5.57,Agriculture,SME,South America,partial
11.35,9.75,Consulting,SME,Africa,partial
7.32,-5.0,Manufacturing,SME,Europe,pilot
4.18,0.9,Logistics,SME,Africa,pilot
11.44,4.24,Consulting,Enterprise,South America,partial
16.52,9.33,Finance,Enterprise,Europe,full
11.4,0.01,Finance,SME,Europe,partial
9.53,11.3,Consulting,SME,South America,partial
8.22,5.3,Logistics,SME,Asia,pilot
11.86,-2.53,Finance,SME,Africa,partial
5.22,-1.78,Logistics,SME,Asia,pilot
14.67,4.28,Technology,SME,Europe,partial
11.88,8.14,Technology,Startup,South America,partial
9.37,5.66,Finance,Enterprise,Asia,pilot
8.59,5.44,Retail,SME,South America,pilot
9.03,-4.72,Manufacturing,SME,Oceania,partial
9.29,8.0,Healthcare,SME,Asia,pilot
10.22,3.83,Technology,Startup,Europe,partial
5.86,4.9,Technology,Startup,North America,pilot
10.34,-1.26,Education,SME,Europe,pilot
2.87,2.51,Retail,Startup,Oceania,pilot
13.48,3.96,Technology,Enterprise,Europe,partial
15.57,15.87,Education,Startup,Africa,partial
7.64,5.85,Agriculture,Startup,North America,partial
5.24,5.01,Retail,Startup,Asia,pilot
7.73,9.55,Consulting,Startup,Africa,pilot
9.91,-5.0,Finance,Enterprise,South America,pilot
9.07,-3.65,Logistics,SME,South America,pilot
15.28,9.01,Consulting,Enterprise,South America,partial
7.11,5.21,Finance,Startup,South America,pilot
7.21,-1.34,Consulting,Startup,Europe,pilot
4.34,2.53,Retail,Enterprise,South America,pilot
14.58,10.35,Healthcare,SME,Europe,partial
10.35,8.48,Healthcare,SME,Africa,partial
12.44,10.82,Consulting,SME,Africa,partial
15.06,7.02,Education,Enterprise,Europe,partial
8.81,5.84,Consulting,Enterprise,Europe,pilot
7.33,4.57,Agriculture,Startup,North America,pilot
8.63,-3.39,Logistics,Startup,Europe,pilot
15.47,20.53,Education,Startup,Oceania,partial
6.84,4.59,Consulting,Startup,Europe,partial
11.73,-3.29,Manufacturing,SME,Europe,pilot
4.62,3.26,Consulting,SME,South America,pilot
22.19,11.81,Education,Enterprise,Asia,partial
3.42,4.36,Manufacturing,Startup,South America,pilot
7.97,7.68,Healthcare,Startup,Asia,partial
8.28,-1.51,Agriculture,Startup,Africa,pilot
13.9,12.44,Technology,Startup,Oceania,partial
5.47,-2.32,Logistics,Startup,Europe,pilot
8.93,4.71,Agriculture,SME,Europe,pilot
10.13,9.25,Finance,Startup,Europe,pilot
13.28,2.91,Manufacturing,SME,Europe,partial
11.92,-5.0,Healthcare,Startup,Oceania,partial
7.57,12.29,Agriculture,SME,Europe,pilot
3.53,-5.0,Healthcare,SME,Asia,pilot
6.78,-3.36,Retail,Startup,Asia,pilot
4.99,-0.16,Healthcare,Enterprise,Europe,none
13.29,14.56,Education,Enterprise,South America,partial
12.78,4.46,Finance,SME,Oceania,partial
4.5,-3.53,Agriculture,Startup,Asia,none
11.48,9.05,Consulting,Enterprise,Asia,partial
10.77,2.7,Agriculture,SME,Europe,pilot
9.39,2.37,Manufacturing,Enterprise,South America,pilot
4.6,-2.18,Healthcare,SME,Europe,partial
13.43,-0.4,Technology,SME,Asia,partial
5.26,5.83,Education,Startup,Oceania,none
15.52,-4.51,Technology,SME,Europe,partial
11.33,1.6,Agriculture,SME,Asia,partial
5.17,-5.0,Technology,Enterprise,Asia,none
13.28,1.69,Finance,SME,South America,partial
0.41,4.81,Education,SME,Asia,none
15.06,16.13,Finance,Enterprise,Asia,partial
7.35,-4.05,Healthcare,SME,Africa,pilot
7.94,3.41,Logistics,Startup,Asia,pilot
10.19,3.97,Finance,Startup,Asia,partial
5.13,-4.52,Logistics,SME,Africa,pilot
13.72,-0.15,Consulting,Enterprise,Asia,pilot
5.08,-0.29,Manufacturing,SME,Europe,pilot
7.68,4.26,Manufacturing,SME,Europe,pilot
11.71,4.48,Agriculture,SME,Asia,partial
7.94,6.89,Education,SME,Europe,partial
21.33,11.63,Technology,SME,Asia,full
11.94,3.07,Education,Enterprise,South America,partial
12.27,-1.4,Agriculture,SME,Asia,partial
7.9,3.8,Agriculture,Startup,South America,partial
8.63,5.39,Finance,Startup,South America,partial
12.31,0.13,Agriculture,SME,Asia,pilot
10.82,5.71,Retail,Startup,Africa,pilot
8.11,4.8,Logistics,SME,Asia,pilot
5.51,15.13,Agriculture,SME,Asia,pilot
13.16,0.95,Manufacturing,Enterprise,Africa,partial
11.22,4.29,Agriculture,Startup,Europe,partial
11.89,8.67,Technology,Startup,Asia,partial
13.18,0.63,Retail,Enterprise,Asia,pilot
0.0,4.98,Finance,SME,Europe,pilot
7.74,3.98,Healthcare,SME,Africa,pilot
9.57,9.44,Manufacturing,SME,Europe,partial
10.33,3.15,Retail,Enterprise,Europe,partial
10.03,4.85,Education,SME,South America,partial
3.56,-3.87,Manufacturing,SME,Europe,pilot
15.26,13.21,Agriculture,Enterprise,Oceania,partial
13.47,15.24,Healthcare,Enterprise,Asia,partial
10.12,6.79,Technology,Startup,Asia,pilot
12.87,1.94,Technology,Startup,Europe,partial
9.52,2.71,Technology,Startup,Asia,pilot
9.92,10.96,Consulting,SME,Oceania,partial
4.66,3.16,Finance,SME,Asia,pilot
9.36,14.04,Consulting,Startup,South America,partial
11.91,-5.0,Finance,Enterprise,South America,partial
10.76,8.78,Healthcare,SME,South America,pilot
10.94,4.31,Education,Enterprise,Africa,partial
11.22,9.75,Retail,Startup,Asia,partial
7.12,2.76,Education,SME,South America,pilot
8.01,4.97,Retail,SME,South America,pilot
3.01,3.39,Logistics,Startup,Europe,pilot
5.66,5.02,Manufacturing,Startup,Africa,pilot
7.81,1.61,Agriculture,SME,Asia,partial
12.37,1.51,Technology,SME,North America,partial
7.28,10.24,Finance,Enterprise,South America,pilot
8.76,13.16,Retail,SME,Asia,partial
0.0,-1.53,Logistics,SME,South America,none
12.96,4.82,Agriculture,SME,North America,partial
9.56,3.96,Consulting,SME,South America,pilot
4.11,-0.07,Manufacturing,Startup,Africa,none
11.1,8.81,Consulting,Startup,Asia,partial
4.82,3.64,Technology,Startup,Europe,pilot
15.31,8.27,Education,Enterprise,Oceania,partial
10.8,2.35,Finance,SME,Asia,pilot
11.03,15.26,Retail,SME,Asia,partial
9.48,5.08,Logistics,Startup,Asia,pilot
9.16,-0.51,Finance,SME,South America,partial
8.85,5.53,Finance,SME,Europe,pilot
7.52,5.1,Healthcare,SME,Oceania,pilot
13.09,-3.99,Technology,Startup,Asia,partial
14.7,2.5,Agriculture,Startup,Europe,partial
11.44,7.42,Manufacturing,SME,Oceania,partial
13.53,3.93,Healthcare,Enterprise,Asia,partial
5.51,4.21,Retail,SME,Asia,pilot
7.75,-1.39,Manufacturing,Enterprise,South America,pilot
8.18,7.51,Technology,SME,Europe,pilot
4.8,2.72,Technology,SME,Asia,none
6.27,2.21,Education,SME,North America,partial
11.92,1.17,Logistics,Startup,Europe,partial
6.91,-0.08,Technology,SME,Europe,pilot
12.84,8.82,Technology,SME,Asia,partial
10.55,7.59,Retail,SME,Europe,partial
0.0,4.49,Healthcare,SME,North America,none
10.68,4.33,Logistics,Startup,Europe,partial
9.86,-2.15,Education,SME,Europe,pilot
9.64,14.99,Manufacturing,SME,Africa,partial
12.01,5.09,Manufacturing,SME,Europe,partial
9.92,3.1,Logistics,SME,Africa,partial
9.54,-5.0,Finance,Startup,Asia,pilot
5.98,8.78,Finance,Startup,Asia,pilot
6.11,2.97,Manufacturing,SME,Asia,pilot
12.08,5.08,Agriculture,SME,Oceania,partial
11.73,6.0,Retail,SME,Asia,partial
10.49,9.67,Finance,Startup,Europe,partial
7.88,7.76,Manufacturing,SME,South America,partial
0.0,3.27,Healthcare,SME,Asia,none
19.71,18.28,Technology,Enterprise,South America,full
15.29,1.62,Technology,SME,Europe,partial
2.89,2.13,Agriculture,Startup,Europe,pilot
11.83,4.94,Finance,Startup,North America,partial
15.96,7.6,Retail,SME,Asia,partial
16.9,10.58,Technology,Enterprise,Europe,partial
9.06,0.09,Logistics,SME,Asia,pilot
7.14,-1.05,Education,Startup,Asia,pilot
6.98,-5.0,Healthcare,SME,South America,partial
10.08,1.51,Manufacturing,Enterprise,Europe,pilot
12.3,8.01,Healthcare,Startup,Europe,partial
10.21,2.94,Education,Startup,Asia,partial
14.12,9.04,Finance,SME,South America,partial
13.3,3.65,Agriculture,Enterprise,North America,partial
8.61,-5.0,Consulting,SME,South America,pilot
10.73,10.32,Retail,Startup,Africa,partial
3.58,-2.33,Finance,Startup,Europe,none
8.64,11.5,Manufacturing,Startup,South America,pilot
7.21,16.33,Education,Startup,South America,partial
12.31,4.35,Finance,SME,North America,partial
11.28,9.04,Retail,SME,Asia,partial
11.87,8.94,Technology,SME,Oceania,partial
9.17,4.68,Consulting,Startup,Asia,partial
11.03,7.19,Technology,Enterprise,Europe,pilot
7.4,5.54,Retail,SME,South America,partial
8.16,10.39,Retail,SME,South America,pilot
13.68,-3.49,Finance,SME,North America,partial
7.86,5.16,Agriculture,Startup,South America,partial
7.63,6.9,Education,Startup,Europe,partial
9.04,9.17,Finance,SME,Asia,partial
8.37,11.1,Education,SME,Europe,partial
9.51,5.28,Finance,Enterprise,Asia,partial
6.96,7.73,Manufacturing,Enterprise,Asia,pilot
8.37,-2.09,Manufacturing,Startup,Europe,partial
7.51,-5.0,Education,Startup,Europe,partial
12.33,5.46,Education,Enterprise,Asia,partial
9.51,5.61,Finance,Enterprise,South America,partial
12.84,-5.0,Technology,Enterprise,Oceania,partial
10.96,-5.0,Consulting,SME,Europe,pilot
13.86,9.92,Healthcare,SME,Asia,partial
6.59,-0.99,Agriculture,SME,Africa,pilot
10.15,-2.43,Education,Enterprise,Europe,partial
8.92,1.1,Manufacturing,SME,Asia,partial
7.43,11.36,Manufacturing,Enterprise,Africa,partial
5.12,-5.0,Retail,SME,Asia,pilot
8.72,1.18,Technology,Startup,Europe,pilot
12.82,2.4,Manufacturing,Enterprise,Asia,pilot
17.77,10.52,Consulting,Enterprise,Africa,partial
7.27,7.82,Finance,Enterprise,Europe,pilot
9.41,-0.46,Agriculture,SME,Asia,partial
8.08,4.88,Finance,Startup,Africa,pilot
19.52,1.55,Healthcare,Enterprise,Asia,partial
14.22,7.74,Finance,Enterprise,Europe,partial
8.05,5.53,Agriculture,Startup,Europe,partial
7.96,2.44,Technology,Startup,South America,partial
1.07,-0.56,Manufacturing,SME,Asia,pilot
5.92,7.87,Finance,SME,Europe,partial
11.56,-1.04,Healthcare,SME,Asia,partial
8.14,4.28,Logistics,Enterprise,Asia,pilot
9.25,18.49,Retail,Startup,Africa,pilot
14.35,14.9,Finance,Startup,Europe,partial
7.11,9.5,Healthcare,SME,South America,pilot
1.18,-1.4,Manufacturing,SME,Asia,pilot
9.74,1.29,Finance,Startup,Asia,partial
11.19,-1.18,Technology,SME,South America,partial
8.52,9.25,Logistics,Startup,Europe,partial
3.24,-2.09,Healthcare,Startup,Asia,pilot
11.53,-1.17,Agriculture,Enterprise,Oceania,pilot
15.41,-0.6,Finance,Enterprise,Africa,pilot
18.65,-1.69,Finance,Enterprise,South America,partial
10.16,5.4,Healthcare,SME,South America,partial
9.27,2.06,Healthcare,SME,Asia,pilot
9.46,4.16,Retail,Startup,Africa,partial
14.87,6.86,Technology,Enterprise,North America,partial
10.94,4.13,Finance,Enterprise,Asia,partial
8.63,-5.0,Agriculture,Startup,Oceania,pilot
4.66,-5.0,Manufacturing,SME,Asia,pilot
4.48,8.73,Education,Startup,Oceania,pilot
13.78,6.33,Logistics,SME,Asia,pilot
11.81,7.35,Logistics,Startup,Asia,partial
7.86,5.12,Technology,SME,South America,partial
6.65,-1.11,Retail,SME,Asia,pilot
6.21,-0.76,Healthcare,Startup,Europe,pilot
